0,2,1
1,1,1
2,1,2
3,0,1
4,2,2
5,2,2
6,2,2
7,2,3
8,1,2
9,2,3
10,1,2
11,1,3
12,3,3
13,3,2
14,5,3
15,7,3
16,12,3
17,18,3
18,30,2
19,45,3
20,73,1
21,118,3
22,190,2
23,302,4
24,479,2
25,762,3
26,1243,5
27,2010,5
28,3123,4
29,4874,18
30,7641,4
31,11965,5
32,19692,7
33,32678,6
34,49699,4
35,80184,23
36,129737,5
37,208948,4
38,338029,6
39,563409,18
40,885622,4
41,1431388,7
42,2332865,7
43,3760710,5
44,6089548,6
45,9843881,5
46,15910410,5
47,25861609,5
48,42140976,6
49,68463153,5
